ind_unique,hhid,indid,s1q2,s1q5,s2q7a,s2q8,s2q18,s2q11,s2q12,s2q13,s4q1,s4q2,s4q3,s4q4,s4q5,s4q6,s4q7,s4q8,s4q9,s5q1,s5q2,s5q3,s5q4,s5q5,s5q6,s5q7,s5q8,s5q9,s5q10,s5q11,s5q12,s5q13_1,s5q13_2,s5q13_3,s5q14,s5q14_b,s5q15,s5q16,s5q17,s5q18,s5q19,s5q20,s5q21,s5q22,s5q23,s5q24,s5q25,s9q2,s9q2_a,s9q3,s9q3_a,s9q4,s9q5,s9q6,s9q7,hhsize,famnum,famsize,speak_arabic,speak_english,speak_swahili,speak_other,read_arabic,read_english,read_swahili,read_other,write_arabic,write_english,write_swahili,write_other,weight
"114304","1143","04","Village 3","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","Yes","Early childhood education",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",7,1,7,,,,"yes",,,,,,,,,5.5571685
"114305","1143","05","Village 3","Yes","No","No","No","Male","00 to 04","South Sudan","Yes","Yes","Early childhood education",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty",,7,1,7,,,,"yes",,,,,,,,,5.5571685
"114306","1143","06","Village 3","Yes","No","No","No","Female","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",7,1,7,,,,,,,,,,,,,5.5571685
"114307","1143","07","Village 3","Yes","No","No","No","Male","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",7,1,7,,,,,,,,,,,,,5.5571685
"114501","1145","01","Village 3","Yes","Yes","Yes","Yes","Male",,"Ethiopia","No",,,,"Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Yes",,,,,,,,,,,,,,,,,,,,,0,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",10,1,1,,,,"yes",,,,"yes",,,,"yes",5.5571685
"114502","1145","02","Village 3","Yes","No","No","No","Female","10 to 14","Ethiopia","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",10,2,9,,,,"yes",,,,"yes",,,,"yes",5.5571685
"114503","1145","03","Village 3","Yes","No","No","No","Female","05 to 09","Ethiopia","No",,,,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",10,2,9,,,,"yes",,,,,,,,,5.5571685
"114504","1145","04","Village 3","Yes","No","No","No","Male","10 to 14","Ethiopia","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",10,2,9,,"yes",,"yes",,,,"yes",,,,"yes",5.5571685
"114505","1145","05","Village 3","Yes","No","No","No","Female","10 to 14","Ethiopia","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",10,2,9,,"yes",,"yes",,,,,,,,,5.5571685
"114506","1145","06","Village 3","Yes","Yes","No","No","Female","35 to 39","Ethiopia","No",,,,"Yes","No","No","No","No","No","No","No","No","No","Yes",,,,,,,,,,,,,,,,,,,,,0,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",10,2,9,,,,"yes",,,,,,,,,5.5571685
"114507","1145","07","Village 3","Yes","No","No","No","Female","05 to 09","Ethiopia","No",,,,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",10,2,9,,,,"yes",,,,,,,,,5.5571685
"114508","1145","08","Village 3","Yes","No","No","No","Female","00 to 04","Ethiopia","No",,,,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",10,2,9,,,,"yes",,,,,,,,,5.5571685
"114509","1145","09","Village 3","Yes","No","No","No","Female","00 to 04","Ethiopia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",10,2,9,,,,,,,,,,,,,5.5571685
"114510","1145","10","Village 3","Yes","No","No","No","Male","00 to 04","Ethiopia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,9,,,,,,,,,,,,,5.5571685
"114701","1147","01","Village 3","Yes","Yes","Yes","Yes","Female","60 or more","South Sudan","No",,,,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"Yes – some difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,,,,"yes",,,,,,,,,5.5571685
"114702","1147","02","Village 3","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,"yes",,,"yes",,,,,,,,,5.5571685
"114703","1147","03","Village 3","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","No",,"Primary","Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,"yes",,,"yes",,,,,,,,,5.5571685
"114704","1147","04","Village 3","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","Yes","Early childhood education",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,,,,"yes",,,,,,,,,5.5571685
"114705","1147","05","Village 3","Yes","No","No","No","Female","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,,,,,,,,,,,,,5.5571685
"115101","1151","01","Village 3","Yes","Yes","Yes","Yes","Male",,"DR Congo","Yes","No",,"Secondary","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No",,,,,,,,,,,,,,,,,,,,,1,"Small Scale Agriculture (Employed)","Yes – some difficulty","No","No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,4,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes",5.5571685
"115102","1151","02","Village 3","Yes","No","No","No","Female",,"DR Congo","Yes","No",,"Secondary","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","Yes",,,,,,,,,,,,,,,,,,,,,2,"Small Scale Agriculture (Self-Employed)","Yes – some difficulty","No","No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,4,,,"yes","yes",,,"yes",,,,"yes",,5.5571685
"115103","1151","03","Village 3","Yes","No","No","No","Female","15 to 19","DR Congo","Yes","Yes","Secondary",,"Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Full time student / pupil",,,"Full time student / pupil",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,4,,"yes","yes","yes",,"yes","yes","yes",,"yes","yes","yes",5.5571685
"115104","1151","04","Village 3","Yes","No","No","No","Male","05 to 09","DR Congo","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,4,,,"yes","yes",,,,,,,,,5.5571685
"115105","1151","05","Village 3","Yes","No","No","No","Female","00 to 04","DR Congo","Yes","Yes","Early childhood education",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,2,2,,,"yes","yes",,,,,,,,,5.5571685
"115106","1151","06","Village 3","Yes","Yes","No","No","Female","15 to 19","DR Congo","Yes","No",,"Secondary","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No",,,,,,,,,,,,,,,,,,,,,1,"Other","No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,2,2,,,"yes","yes",,,"yes","yes",,,"yes","yes",5.5571685
"115107","1151","07","Village 3","Yes","Yes","No","No","Male","25 to 29","DR Congo","Yes","No",,"Secondary","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No",,,,,,,,,,,,,,,,,,,,,1,"Other","No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,3,3,,,"yes","yes",,,"yes","yes",,,"yes","yes",5.5571685
"115108","1151","08","Village 3","Yes","No","No","No","Female","15 to 19","DR Congo","Yes","Yes","Primary",,"Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Full time student / pupil",,,"Full time student / pupil",,,"Yes – some difficulty","No","No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,3,3,,"yes","yes","yes",,"yes","yes","yes",,"yes","yes","yes",5.5571685
"115109","1151","09","Village 3","Yes","No","No","No","Female","05 to 09","DR Congo","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,3,3,,,"yes","yes",,,,,,,,,5.5571685
"115301","1153","01","Village 3","Yes","Yes","No","Yes","Male","40 to 44","South Sudan","Yes","No",,"Vocational training (more than 1 year, with government certificate)","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"Yes",,"Placed or answered job advertisements","Enquired at workplaces, farms, factories or called on other possible employers","Waited at the street side or other place where casual workers are found","Unemployed (seeking employment)",12,"Less than 1 week",,,,"No – no difficulty",,"No – no difficulty",,"Yes – some difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,9,"yes",,,"yes","yes","yes",,"yes","yes","yes",,"yes",5.5571685
"115302","1153","02","Village 3","Yes","No","Yes","No","Female","30 to 44","South Sudan","Yes","No",,"Primary","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","Yes",,,,"Housewife / family responsibilities",,"Less than 1 week","Home maker (housewife/family responsibilities)",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,9,"yes",,,"yes","yes",,,,"yes",,,,5.5571685
"115303","1153","03","Village 3","Yes","No","No","No","Male","15 to 19","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Full time student / pupil",,"Would not be available","Full time student / pupil",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,9,"yes","yes",,"yes",,"yes","yes",,,"yes",,,5.5571685
"115304","1153","04","Village 3","Yes","No","No","No","Male","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,9,"yes","yes",,,,"yes","yes",,,"yes",,,5.5571685
"115305","1153","05","Village 3","Yes","No","No","No","Female","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,9,"yes",,,"yes",,"yes",,,,"yes",,,5.5571685
"115306","1153","06","Village 3","Yes","No","No","No","Male","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,9,"yes",,,"yes",,"yes","yes",,,"yes",,,5.5571685
"115307","1153","07","Village 3","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","Yes","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,9,"yes",,,,,"yes",,,,,,,5.5571685
"115308","1153","08","Village 3","Yes","No","No","No","Female","00 to 04","South Sudan","Yes","Yes","Early childhood education",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,9,"yes",,,,,,,,,,,,5.5571685
"115309","1153","09","Village 3","Yes","No","No","No","Female","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,9,,,,,,,,,,,,,5.5571685
"116301","1163","01","Village 3","Yes","Yes","Yes","Yes","Female","30 to 44","South Sudan","No",,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Housewife / family responsibilities",,"Less than 1 week","Unable to find work requiring his/her skills",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","Yes – some difficulty",9,1,9,"yes",,,"yes",,,,,,,,,5.5571685
"116302","1163","02","Village 3","Yes","No","No","No","Male","30 to 44","South Sudan","No",,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Unemployed (seeking employment)",,"Less than 1 week","Unable to find work requiring his/her skills",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","Yes – some difficulty",9,1,9,"yes",,,"yes",,,,,,,,,5.5571685
"116303","1163","03","Village 3","Yes","No","No","No","Male","15 to 19","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Full time student / pupil",,,"Full time student / pupil",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","Yes – some difficulty",9,1,9,"yes","yes","yes","yes",,"yes","yes",,,"yes","yes",,5.5571685
"116304","1163","04","Village 3","Yes","No","No","No","Female","15 to 19","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Full time student / pupil",,"Would not be available","Full time student / pupil",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,9,"yes",,,"yes",,,,,,,,,5.5571685
"116305","1163","05","Village 3","Yes","No","No","No","Male","10 to 14","South Sudan","Yes","Yes","Early childhood education",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"Yes – a lot of difficulty","Yes – some difficulty","Yes – some difficulty","Yes – a lot of difficulty",9,1,9,"yes",,,"yes",,,,,,,,,5.5571685
"116306","1163","06","Village 3","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","Yes","Early childhood education",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","Yes – some difficulty","Yes – some difficulty","Yes – a lot of difficulty",9,1,9,"yes",,,"yes",,,,,,,,,5.5571685
"116307","1163","07","Village 3","Yes","No","No","No","Male","05 to 09","South Sudan","Yes","Yes","Early childhood education",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","Yes – some difficulty","Yes – a lot of difficulty","Yes – a lot of difficulty",9,1,9,"yes",,,"yes",,,,,,,,,5.5571685
"116308","1163","08","Village 3","Yes","No","No","No","Female","05 to 09","South Sudan","No",,,,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","Yes – a lot of difficulty","Cannot do at all","Cannot do at all",9,1,9,,,,"yes",,,,,,,,,5.5571685
"116309","1163","09","Village 3","Yes","No","No","No","Female","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,9,,,,,,,,,,,,,5.5571685
"116701","1167","01","Village 3","Yes","Yes","Yes","Yes","Female","60 or more","South Sudan","No",,,,"Yes","No","No","No","No","No","No","Yes","Yes","No","Yes",,,,,,,,,,,,,,,,,,,,,7,"Small Scale Agriculture (Self-Employed)","Yes – some difficulty","No","No – no difficulty",,"Yes – some difficulty","No – no difficulty","Yes – a lot of difficulty","No – no difficulty",9,1,9,"yes",,,"yes",,,,,,,,,5.5571685
"116702","1167","02","Village 3","Yes","No","No","No","Male","40 to 44","South Sudan","Yes","No",,"Secondary","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes",,,,,,,,,,,,,,,,,,,,,3,"Pastoralist Activities (Self-Employed)","No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,9,"yes","yes","yes","yes",,"yes","yes","yes",,"yes","yes","yes",5.5571685
"116703","1167","03","Village 3","Yes","No","No","No","Male","25 to 29","South Sudan","Yes","No",,"Secondary","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,,,,,,,,,,,,,,,,,,,,7,"Informal Sector (Employed)","No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,9,"yes","yes","yes","yes",,"yes","yes","yes",,"yes","yes","yes",5.5571685
"116704","1167","04","Village 3","Yes","No","No","No","Male","15 to 19","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes",,,,,,,,,,,,,,,,,,,,,3,"Pastoralist Activities (Self-Employed)","No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,9,"yes","yes",,"yes",,"yes",,"yes",,"yes",,"yes",5.5571685
"116705","1167","05","Village 3","Yes","No","No","No","Female","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,9,"yes","yes",,"yes",,"yes",,,,"yes",,,5.5571685
"116706","1167","06","Village 3","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,9,"yes","yes","yes","yes",,"yes",,,,"yes",,,5.5571685
"116707","1167","07","Village 3","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,9,,,,"yes",,,,,,,,,5.5571685
"116708","1167","08","Village 3","Yes","No","No","No","Male","05 to 09","South Sudan","Yes","Yes","Early childhood education",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,9,,,,"yes",,,,,,,,,5.5571685
"116709","1167","09","Village 3","Yes","No","No","No","Female","00 to 04","South Sudan","Yes","Yes","Early childhood education",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,9,,,,"yes",,,,,,,,,5.5571685
"118201","1182","01","Village 3","Yes","Yes","Yes","Yes","Female","30 to 44","South Sudan","No",,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Housewife / family responsibilities",,"Would not be available","Home maker (housewife/family responsibilities)",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,6,,,,"yes",,,,,,,,,5.5571685
"118202","1182","02","Village 3","Yes","No","No","No","Female","15 to 19","South Sudan","Yes","No",,"Primary","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Full time student / pupil",,"Would not be available","Full time student / pupil",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,6,"yes","yes","yes","yes",,"yes","yes",,,"yes","yes",,5.5571685
"118203","1182","03","Village 3","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","No",,"Primary","Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,6,,"yes","yes","yes",,"yes","yes",,,"yes","yes",,5.5571685
"118204","1182","04","Village 3","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","No",,"Early childhood education","Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","Yes – a lot of difficulty","No – no difficulty",6,1,6,,,,"yes",,,,,,,,,5.5571685
"118205","1182","05","Village 3","Yes","No","No","No","Female","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","Cannot do at all","No – no difficulty",6,1,6,,,,,,,,,,,,,5.5571685
"118206","1182","06","Village 3","Yes","No","No","No","Male","20 to 24","South Sudan","Yes","No",,"Primary","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Full time student / pupil",,"Would not be available","Full time student / pupil",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,6,,"yes","yes","yes",,"yes","yes",,,"yes","yes",,5.5571685
"118801","1188","01","Village 3","Yes","Yes","Yes","Yes","Male","20 to 24","DR Congo","Yes","Yes","University",,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No",,,,,,,,,,,,,,,,,,,,,6,"International NGOs","No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",3,1,3,,"yes","yes","yes",,"yes","yes","yes",,"yes","yes","yes",5.5571685
"118802","1188","02","Village 3","Yes","No","No","No","Female","20 to 24","DR Congo","Yes","No",,"Secondary","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No",,,,,,,,,,,,,,,,,,,,,1,"Private Sector Enterprise (Registered/Formal Sector)","No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",3,1,3,,"yes","yes","yes",,"yes","yes","yes",,"yes","yes","yes",5.5571685
"118803","1188","03","Village 3","Yes","No","No","No","Female","00 to 04","DR Congo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,,,,,,,,,,,,,5.5571685
"119201","1192","01","Village 3","Yes","Yes","Yes","Yes","Female","30 to 44","South Sudan","Yes","Yes","Early childhood education",,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Housewife / family responsibilities",,"Less than 1 week","No jobs available in the area",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,1,4,"yes",,,"yes",,,,,,,,,5.5571685
"119202","1192","02","Village 3","Yes","No","No","No","Male","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,1,4,"yes",,,"yes",,,,,,,,,5.5571685
"119203","1192","03","Village 3","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,1,4,"yes",,,"yes",,,,,,,,,5.5571685
"119204","1192","04","Village 3","Yes","No","No","No","Male","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,,,,,,,,,,,,,5.5571685
"119601","1196","01","Village 3","Yes","Yes","Yes","Yes","Male","35 to 39","South Sudan","No",,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Housewife / family responsibilities",,"Would not be available","Home maker (housewife/family responsibilities)",,,"Yes – some difficulty","No","No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,"yes",,,"yes",,,,,,,,,5.5571685
"119602","1196","02","Village 3","Yes","No","No","No","Female","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,"yes","yes","yes","yes",,"yes","yes","yes",,"yes","yes","yes",5.5571685
"119603","1196","03","Village 3","Yes","No","No","No","Female","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,"yes","yes","yes","yes",,"yes","yes",,,"yes","yes",,5.5571685
"119604","1196","04","Village 3","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","Yes","Early childhood education",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,"yes",,,"yes",,"yes","yes",,,"yes","yes",,5.5571685
