hhid,s1q2,hhsize,hhmod,mod_opt,item_name,g_recall,s12q9,s12q10,s12q11,nfcons_value,nfcons_value_capita,weight,popweight
"0559","Village 3",5,3,"core","FEVER/PAIN KILLERS E.G. PARACETAMOL","1 month","No",,"Yes",0,0,5.557168,27.78584
"0559","Village 3",5,3,"core","ANTI- TYPHOID, AMOEBICIDES","1 month","No",,"Yes",0,0,5.557168,27.78584
"0559","Village 3",5,3,"core","BARBER SERVICES","1 month","No",,"Yes",0,0,5.557168,27.78584
"0559","Village 3",5,3,"core","TORCHES","1 year","No",,"Yes",0,0,5.557168,27.78584
"0559","Village 3",5,3,"core","KNIVES/SPOONS/FORKS/COOKING STICKS","1 year","No",,"Yes",0,0,5.557168,27.78584
"0559","Village 3",5,3,"core","MATCH BOX","1 month","Yes",4.66667,"Yes",4.666667,.9333333,5.557168,27.78584
"0559","Village 3",5,3,"core","ANTI-MALARIA DRUGS","1 month","No",,"Yes",0,0,5.557168,27.78584
"0559","Village 3",5,3,"core","MATERIAL FOR WOMEN'S CLOTHING","3 months","Yes",38.8889,"Yes",38.88889,7.777778,5.557168,27.78584
"0559","Village 3",5,3,"option 3","MATERIAL FOR CHILDREN'S CLOTHING","3 months","Yes",120.556,"Yes",120.5556,24.11111,5.557168,27.78584
"0559","Village 3",5,3,"core","COLD TABLETS/COUGH SYRUP/TONIC","1 month","No",,"Yes",0,0,5.557168,27.78584
"0559","Village 3",5,3,"core","COOKING SUFURIAS/COOKING POTS","1 year","No",,"Yes",0,0,5.557168,27.78584
"0559","Village 3",5,3,"option 3","WATCHMAN","1 month","No",,"Yes",,,5.557168,27.78584
"0559","Village 3",5,3,"core","WOMEN'S DRESS","3 months","Yes",54.4444,"Yes",54.44444,10.88889,5.557168,27.78584
"0559","Village 3",5,3,"core","ANTIBIOTICS","1 month","No",,"Yes",0,0,5.557168,27.78584
"0567","Village 3",9,1,"core","ANTI- TYPHOID, AMOEBICIDES","1 month","No",,"Yes",0,0,5.557168,50.01451
"0567","Village 3",9,1,"core","TORCHES","1 year","Yes",1.92176,"No",1.921757,.2135286,5.557168,50.01451
"0567","Village 3",9,1," option 1","VITAMINS","1 month","No",,"Yes",,,5.557168,50.01451
"0567","Village 3",9,1,"core","MOSQUITO NET","1 year","No",,"Yes",0,0,5.557168,50.01451
"0567","Village 3",9,1,"core","HAIR OIL/CREAM","1 month","Yes",58.3333,"No",58.33333,6.481482,5.557168,50.01451
"0567","Village 3",9,1,"core","UMBRELLAS","1 month","Yes",116.667,"No",116.6667,12.96296,5.557168,50.01451
"0567","Village 3",9,1,"core","WOMEN'S RUBBER SANDALS/SLIPPERS","3 months","Yes",46.6667,"No",46.66667,5.185185,5.557168,50.01451
"0567","Village 3",9,1,"core","BODA BODA FARES (MOTOR CYCLE)","7 days","Yes",300,"No",300,33.33333,5.557168,50.01451
"0567","Village 3",9,1,"core","DETERGENTS","1 month","Yes",46.6667,"No",46.66667,5.185185,5.557168,50.01451
"0567","Village 3",9,1,"core","KNIVES/SPOONS/FORKS/COOKING STICKS","1 year","No",,"Yes",0,0,5.557168,50.01451
"0567","Village 3",9,1," option 1","BUIBUI","3 months","Yes",23.3333,"No",23.33333,2.592593,5.557168,50.01451
"0567","Village 3",9,1,"core","ANTI-MALARIA DRUGS","1 month","No",,"Yes",0,0,5.557168,50.01451
"0567","Village 3",9,1," option 1","HANDBAGS (LADIES)","1 month","Yes",233.333,"No",233.3333,25.92593,5.557168,50.01451
"0567","Village 3",9,1,"core","MEN'S JACKET","3 months","Yes",108.889,"No",108.8889,12.09877,5.557168,50.01451
"0567","Village 3",9,1," option 1","MEN'S RUBBER SANDALS/SLIPPERS","3 months","Yes",54.4444,"No",54.44444,6.049383,5.557168,50.01451
"0567","Village 3",9,1,"core","TAILORING COST FOR CLOTHES/REP","3 months","Yes",116.667,"No",116.6667,12.96296,5.557168,50.01451
"0567","Village 3",9,1," option 1","REPAIR OF FOOTWEAR","3 months","Yes",3.88889,"No",3.888889,.4320987,5.557168,50.01451
"0567","Village 3",9,1,"core","TOILET PAPER/TISSUE PAPER","1 month","Yes",11.6667,"No",11.66667,1.296296,5.557168,50.01451
"0567","Village 3",9,1,"core","MEN'S SHOES - LEATHER","3 months","Yes",93.3333,"No",93.33334,10.37037,5.557168,50.01451
"0567","Village 3",9,1,"core","REPAIR OF RADIO, TV, COMPUTER","1 month","Yes",233.333,"No",233.3333,25.92593,5.557168,50.01451
"0567","Village 3",9,1,"core","BODY LOTION","1 month","Yes",46.6667,"No",46.66667,5.185185,5.557168,50.01451
"0567","Village 3",9,1," option 1","SHORTS (BAMUDA)","3 months","Yes",19.4444,"No",19.44444,2.160494,5.557168,50.01451
"0567","Village 3",9,1,"core","PERFUME","1 month","Yes",93.3333,"No",93.33334,10.37037,5.557168,50.01451
"0567","Village 3",9,1,"core","COLD TABLETS/COUGH SYRUP/TONIC","1 month","Yes",7,"No",7,.7777778,5.557168,50.01451
"0567","Village 3",9,1,"core","COMB/ TOOTH BRUSH","1 month","Yes",23.3333,"No",23.33333,2.592593,5.557168,50.01451
"0567","Village 3",9,1,"core","VACCINES","1 month","Yes",11.6667,"No",11.66667,1.296296,5.557168,50.01451
"0567","Village 3",9,1,"core","MEN'S SHIRT","3 months","Yes",19.4444,"No",19.44444,2.160494,5.557168,50.01451
"0567","Village 3",9,1,"core","BLANKETS","1 year","Yes",7.68703,"No",7.687028,.8541142,5.557168,50.01451
"0567","Village 3",9,1," option 1","BELTS/CAP","3 months","Yes",11.6667,"No",11.66667,1.296296,5.557168,50.01451
"0567","Village 3",9,1," option 1","MEN'S SOCKS","3 months","Yes",7.77778,"No",7.777778,.8641975,5.557168,50.01451
"0567","Village 3",9,1,"core","BUCKETS/BASINS","1 year","Yes",7.68703,"No",7.687028,.8541142,5.557168,50.01451
"0567","Village 3",9,1,"core","LAUNDRY SOAP/BAR SOAP","1 month","Yes",35,"No",35,3.888889,5.557168,50.01451
"0567","Village 3",9,1,"core","ANTIBIOTICS","1 month","No",,"Yes",0,0,5.557168,50.01451
"0567","Village 3",9,1,"core","MATCH BOX","1 month","Yes",7,"No",7,.7777778,5.557168,50.01451
"0567","Village 3",9,1,"core","BOY'S TROUSERS/SHORTS","3 months","Yes",70,"No",70,7.777778,5.557168,50.01451
"0567","Village 3",9,1,"core","WOMEN'S SHOE-PLASTICS","3 months","Yes",19.4444,"No",19.44444,2.160494,5.557168,50.01451
"0567","Village 3",9,1,"core","WOMEN'S DRESS","3 months","Yes",77.7778,"No",77.77778,8.641975,5.557168,50.01451
"0567","Village 3",9,1," option 1","MEN'S SHOE-PLASTICS","3 months","Yes",31.1111,"No",31.11111,3.45679,5.557168,50.01451
"0567","Village 3",9,1,"core","WATER- WATER SERVICE PROVIDER","1 month","No",,"Yes",0,0,5.557168,50.01451
"0567","Village 3",9,1,"core","BROOM/MOP/DUSTER","1 month","Yes",23.3333,"No",23.33333,2.592593,5.557168,50.01451
"0567","Village 3",9,1,"core","MEN'S TROUSERS","3 months","Yes",46.6667,"No",46.66667,5.185185,5.557168,50.01451
"0567","Village 3",9,1,"core","CURTAINS AND ACCESSORIES","1 year","Yes",1.92176,"No",1.921757,.2135286,5.557168,50.01451
"0567","Village 3",9,1,"core","NEWSPAPERS","1 month","Yes",4.66667,"No",4.666667,.5185185,5.557168,50.01451
"0573","Village 3",2,1,"core","GIRL'S SKIRTS","3 months","Yes",35,"Yes",35,17.5,5.557168,11.11434
"0573","Village 3",2,1,"core","BROOM/MOP/DUSTER","1 month","Yes",7,"Yes",7,3.5,5.557168,11.11434
"0573","Village 3",2,1," option 1","GIRLS UNDERWEAR","3 months","Yes",3.88889,"Yes",3.888889,1.944444,5.557168,11.11434
"0573","Village 3",2,1,"core","GIRL'S SHIRT/BLOUSE","3 months","Yes",15.5556,"Yes",15.55556,7.777778,5.557168,11.11434
"0573","Village 3",2,1,"core","WOMEN'S BLOUSES(TOP)","3 months","Yes",38.8889,"Yes",38.88889,19.44444,5.557168,11.11434
"0573","Village 3",2,1,"core","GIRL'S DRESS","3 months","Yes",23.3333,"Yes",23.33333,11.66667,5.557168,11.11434
"0573","Village 3",2,1,"core","WOMEN'S DRESS","3 months","Yes",23.3333,"Yes",23.33333,11.66667,5.557168,11.11434
"0573","Village 3",2,1,"core","GIRL'S SHOES - CANVAS/RUBBER","3 months","Yes",19.4444,"Yes",19.44444,9.722222,5.557168,11.11434
"0573","Village 3",2,1,"core","DETERGENTS","1 month","Yes",4.66667,"No",4.666667,2.333333,5.557168,11.11434
"0573","Village 3",2,1,"core","WOMEN'S SHOE-PLASTICS","3 months","Yes",19.4444,"Yes",19.44444,9.722222,5.557168,11.11434
"0573","Village 3",2,1,"core","WOMEN'S SKIRTS","3 months","Yes",46.6667,"Yes",46.66667,23.33333,5.557168,11.11434
"0581","Village 3",7,1,"core","MATCH BOX","1 month","Yes",4.66667,"Yes",4.666667,.6666666,5.557168,38.90018
"0581","Village 3",7,1," option 1","WOMEN'S BRASSIERS(BRA)","3 months","No",,"Yes",,,5.557168,38.90018
"0581","Village 3",7,1,"core","TAILORING COST FOR CLOTHES/REP","3 months","Yes",11.6667,"No",11.66667,1.666667,5.557168,38.90018
"0581","Village 3",7,1,"core","BODY LOTION","1 month","Yes",35,"Yes",35,5,5.557168,38.90018
"0581","Village 3",7,1," option 1","MEN'S SHOE-PLASTICS","3 months","Yes",38.8889,"No",38.88889,5.555556,5.557168,38.90018
"0581","Village 3",7,1,"core","GIRL'S DRESS","3 months","Yes",46.6667,"No",46.66667,6.666667,5.557168,38.90018
"0581","Village 3",7,1,"core","WOMEN'S BLOUSES(TOP)","3 months","Yes",23.3333,"No",23.33333,3.333333,5.557168,38.90018
"0581","Village 3",7,1,"core","BOY'S SHIRT/ T SHIRT","3 months","Yes",54.4444,"No",54.44444,7.777778,5.557168,38.90018
"0581","Village 3",7,1,"core","TOOTH PASTE/MOUTH WASH","1 month","Yes",11.6667,"Yes",11.66667,1.666667,5.557168,38.90018
"0581","Village 3",7,1,"core","GIRL'S SHIRT/BLOUSE","3 months","Yes",46.6667,"No",46.66667,6.666667,5.557168,38.90018
"0581","Village 3",7,1,"core","KANGA /KIKOI","3 months","Yes",31.1111,"No",31.11111,4.444444,5.557168,38.90018
"0581","Village 3",7,1," option 1","MEN'S UNDERWEAR/BOXERS","3 months","Yes",23.3333,"No",23.33333,3.333333,5.557168,38.90018
"0581","Village 3",7,1,"core","BOY'S TROUSERS/SHORTS","3 months","Yes",38.8889,"No",38.88889,5.555556,5.557168,38.90018
"0581","Village 3",7,1,"core","KNIVES/SPOONS/FORKS/COOKING STICKS","1 year","No",,"Yes",0,0,5.557168,38.90018
"0581","Village 3",7,1,"core","MEN'S TROUSERS","3 months","Yes",38.8889,"No",38.88889,5.555556,5.557168,38.90018
"0581","Village 3",7,1,"core","WOMEN'S SHOE-PLASTICS","3 months","Yes",19.4444,"No",19.44444,2.777778,5.557168,38.90018
"0581","Village 3",7,1," option 1","MATERIAL FOR MEN'S CLOTHING","3 months","Yes",23.3333,"No",23.33333,3.333333,5.557168,38.90018
"0581","Village 3",7,1,"core","LAUNDRY SOAP/BAR SOAP","1 month","Yes",14,"Yes",14,2,5.557168,38.90018
"0581","Village 3",7,1,"core","CUPS /GLASSES","1 year","Yes",8.64791,"No",8.647906,1.235415,5.557168,38.90018
"0581","Village 3",7,1,"core","COMB/ TOOTH BRUSH","1 month","Yes",18.6667,"No",18.66667,2.666667,5.557168,38.90018
"0581","Village 3",7,1,"core","MEN'S SHIRT","3 months","Yes",54.4444,"No",54.44444,7.777778,5.557168,38.90018
"0581","Village 3",7,1,"core","PLATES/BOWLS","1 year","No",,"Yes",0,0,5.557168,38.90018
"0581","Village 3",7,1,"core","INFANT'S CLOTHING","3 months","Yes",31.1111,"No",31.11111,4.444444,5.557168,38.90018
"0581","Village 3",7,1,"core","VACCINES","1 month","No",,"Yes",0,0,5.557168,38.90018
"0583","Village 3",4,2,"core","MATERIAL FOR WOMEN'S CLOTHING","3 months","Yes",116.667,"Yes",116.6667,29.16667,5.557168,22.22867
"0583","Village 3",4,2,"option 2","TABLE CLOTH/MATS","1 year","No",,"Yes",,,5.557168,22.22867
"0583","Village 3",4,2,"core","BOY'S TROUSERS/SHORTS","3 months","Yes",23.3333,"Yes",23.33333,5.833333,5.557168,22.22867
"0583","Village 3",4,2,"core","MOSQUITO NET","1 year","No",,"Yes",0,0,5.557168,22.22867
"0583","Village 3",4,2,"core","COUNTRY BUS /MATATU FARE (TOWN","7 days","Yes",10000,"Yes",10000,2500,5.557168,22.22867
"0583","Village 3",4,2,"option 2","RELIGIOUS BOOKS","1 month","No",,"Yes",,,5.557168,22.22867
"0583","Village 3",4,2,"core","WOMEN'S BLOUSES(TOP)","3 months","Yes",38.8889,"Yes",38.88889,9.722222,5.557168,22.22867
"0583","Village 3",4,2,"core","PILLOWS","1 year","No",,"Yes",0,0,5.557168,22.22867
"0583","Village 3",4,2,"core","BABY OIL","1 month","Yes",23.3333,"Yes",23.33333,5.833333,5.557168,22.22867
"0583","Village 3",4,2,"core","PLATES/BOWLS","1 year","No",,"Yes",0,0,5.557168,22.22867
"0583","Village 3",4,2,"core","TOILET SOAP","1 month","No",,"Yes",0,0,5.557168,22.22867
"0583","Village 3",4,2,"option 2","GIRL'S SANDALS (AKALAS)","3 months","Yes",15.5556,"Yes",15.55556,3.888889,5.557168,22.22867
"0583","Village 3",4,2,"core","BED SHEETS/BED COVERS/PILLOW CASES","1 year","No",,"Yes",0,0,5.557168,22.22867
"0583","Village 3",4,2,"core","WOMEN'S UNDERPANTS/ BIKERS","3 months","No",,"Yes",0,0,5.557168,22.22867
"0583","Village 3",4,2,"core","ANTI- TYPHOID, AMOEBICIDES","1 month","No",,"Yes",0,0,5.557168,22.22867
"0583","Village 3",4,2,"option 2","GIRLS TROUSERS/SHORTS","3 months","Yes",77.7778,"Yes",77.77778,19.44444,5.557168,22.22867
"0583","Village 3",4,2,"core","CARPETS AND MATS","1 year","No",,"Yes",0,0,5.557168,22.22867
"0583","Village 3",4,2,"core","HOUSE SERVANTS-FULL/PART TIME","1 month","No",,"Yes",0,0,5.557168,22.22867
"0583","Village 3",4,2,"core","FEVER/PAIN KILLERS E.G. PARACETAMOL","1 month","No",,"Yes",0,0,5.557168,22.22867
"0583","Village 3",4,2,"core","WOMEN'S SHOES - LEATHER","3 months","Yes",77.7778,"Yes",77.77778,19.44444,5.557168,22.22867
"0583","Village 3",4,2,"core","BODA BODA FARES (MOTOR CYCLE)","7 days","Yes",200,"Yes",200,50,5.557168,22.22867
"0583","Village 3",4,2,"core","GIRL'S SHOES - LEATHER","3 months","Yes",15.5556,"Yes",15.55556,3.888889,5.557168,22.22867
"0583","Village 3",4,2,"core","BOY'S SHIRT/ T SHIRT","3 months","Yes",38.8889,"Yes",38.88889,9.722222,5.557168,22.22867
"0583","Village 3",4,2,"core","COOKING SUFURIAS/COOKING POTS","1 year","No",,"Yes",0,0,5.557168,22.22867
"0583","Village 3",4,2,"core","WATER- VENDORS","1 month","No",,"Yes",0,0,5.557168,22.22867
"0583","Village 3",4,2,"core","ANTI-MALARIA DRUGS","1 month","No",,"Yes",0,0,5.557168,22.22867
"0583","Village 3",4,2,"core","CONTRACEPTIVES","1 month","No",,"Yes",0,0,5.557168,22.22867
"0583","Village 3",4,2,"core","CUPS /GLASSES","1 year","No",,"Yes",0,0,5.557168,22.22867
"0583","Village 3",4,2,"core","VACCINES","1 month","No",,"Yes",0,0,5.557168,22.22867
"0583","Village 3",4,2,"core","WOMEN'S SUITS","3 months","Yes",77.7778,"Yes",77.77778,19.44444,5.557168,22.22867
"0583","Village 3",4,2,"core","BLANKETS","1 year","No",,"Yes",0,0,5.557168,22.22867
"0583","Village 3",4,2,"option 2","SANDALS (AKALAS)","3 months","Yes",23.3333,"Yes",23.33333,5.833333,5.557168,22.22867
"0583","Village 3",4,2,"core","GARDENER- FULL/PART TIME","1 month","No",,"Yes",0,0,5.557168,22.22867
"0583","Village 3",4,2,"core","LAUNDRY SOAP/BAR SOAP","1 month","Yes",23.3333,"Yes",23.33333,5.833333,5.557168,22.22867
"0583","Village 3",4,2,"core","MATCH BOX","1 month","Yes",4.66667,"Yes",4.666667,1.166667,5.557168,22.22867
"0583","Village 3",4,2,"core","BROOM/MOP/DUSTER","1 month","Yes",4.66667,"Yes",4.666667,1.166667,5.557168,22.22867
"0583","Village 3",4,2,"core","TORCHES","1 year","No",,"Yes",0,0,5.557168,22.22867
"0583","Village 3",4,2,"core","WOMEN'S SKIRTS","3 months","Yes",38.8889,"Yes",38.88889,9.722222,5.557168,22.22867
"0583","Village 3",4,2,"core","GIRL'S SKIRTS","3 months","Yes",54.4444,"Yes",54.44444,13.61111,5.557168,22.22867
"0583","Village 3",4,2,"core","KNIVES/SPOONS/FORKS/COOKING STICKS","1 year","No",,"Yes",0,0,5.557168,22.22867
"0583","Village 3",4,2,"core","ANTIBIOTICS","1 month","No",,"Yes",0,0,5.557168,22.22867
"0583","Village 3",4,2,"option 2","GARBAGE AND REFUSE COLLECTION","1 month","No",,"Yes",,,5.557168,22.22867
"0583","Village 3",4,2,"core","TAILORING COST FOR CLOTHES/REP","3 months","Yes",23.3333,"Yes",23.33333,5.833333,5.557168,22.22867
"0583","Village 3",4,2,"option 2","WOMEN'S TIGHT CLOTHING","3 months","No",,"Yes",,,5.557168,22.22867
"0583","Village 3",4,2,"core","WATER- WATER SERVICE PROVIDER","1 month","No",,"Yes",0,0,5.557168,22.22867
"0583","Village 3",4,2,"option 2","BOY'S RUBBER SANDALS/SLIPPERS","3 months","Yes",23.3333,"Yes",23.33333,5.833333,5.557168,22.22867
"0583","Village 3",4,2,"core","WOMEN'S DRESS","3 months","Yes",77.7778,"Yes",77.77778,19.44444,5.557168,22.22867
"0583","Village 3",4,2,"core","BUCKETS/BASINS","1 year","Yes",3.84351,"Yes",3.843514,.9608785,5.557168,22.22867
"0584","Village 3",6,3,"core","CARPETS AND MATS","1 year","No",,"Yes",0,0,5.557168,33.34301
"0584","Village 3",6,3,"core","COOKING SUFURIAS/COOKING POTS","1 year","No",,"Yes",0,0,5.557168,33.34301
"0584","Village 3",6,3,"core","ANTI- TYPHOID, AMOEBICIDES","1 month","No",,"Yes",0,0,5.557168,33.34301
"0584","Village 3",6,3,"core","PLATES/BOWLS","1 year","No",,"Yes",0,0,5.557168,33.34301
"0584","Village 3",6,3,"core","MOSQUITO NET","1 year","No",,"Yes",0,0,5.557168,33.34301
"0584","Village 3",6,3,"core","GARDENER- FULL/PART TIME","1 month","No",,"Yes",0,0,5.557168,33.34301
"0584","Village 3",6,3,"core","COLD TABLETS/COUGH SYRUP/TONIC","1 month","No",,"Yes",0,0,5.557168,33.34301
"0584","Village 3",6,3,"core","CONTRACEPTIVES","1 month","No",,"Yes",0,0,5.557168,33.34301
"0584","Village 3",6,3,"core","BUCKETS/BASINS","1 year","No",,"Yes",0,0,5.557168,33.34301
"0584","Village 3",6,3,"core","TORCHES","1 year","No",,"Yes",0,0,5.557168,33.34301
"0584","Village 3",6,3,"core","MATCH BOX","1 month","Yes",4.66667,"Yes",4.666667,.7777777,5.557168,33.34301
"0584","Village 3",6,3,"core","WATER- VENDORS","1 month","No",,"Yes",0,0,5.557168,33.34301
"0584","Village 3",6,3,"core","DEWORMERS","1 month","No",,"Yes",0,0,5.557168,33.34301
"0584","Village 3",6,3,"core","CUPS /GLASSES","1 year","No",,"Yes",0,0,5.557168,33.34301
"0584","Village 3",6,3,"core","ANTI-MALARIA DRUGS","1 month","No",,"Yes",0,0,5.557168,33.34301
"0584","Village 3",6,3,"core","FEVER/PAIN KILLERS E.G. PARACETAMOL","1 month","No",,"Yes",0,0,5.557168,33.34301
"0584","Village 3",6,3,"core","BODY LOTION","1 month","Yes",23.3333,"Yes",23.33333,3.888889,5.557168,33.34301
"0584","Village 3",6,3,"core","WOMEN'S UNDERPANTS/ BIKERS","3 months","No",,"Yes",0,0,5.557168,33.34301
"0584","Village 3",6,3,"core","KNIVES/SPOONS/FORKS/COOKING STICKS","1 year","No",,"Yes",0,0,5.557168,33.34301
"0584","Village 3",6,3,"core","ANTIBIOTICS","1 month","No",,"Yes",0,0,5.557168,33.34301
"0584","Village 3",6,3,"core","BLANKETS","1 year","Yes",9.60879,"Yes",9.608786,1.601464,5.557168,33.34301
"0584","Village 3",6,3,"option 3","LIGHTERS","1 month","No",,"Yes",,,5.557168,33.34301
"0584","Village 3",6,3,"core","VACCINES","1 month","No",,"Yes",0,0,5.557168,33.34301
"0584","Village 3",6,3,"core","SANITARY TOWELS/ TAMPONS/ COTTON WOOL","1 month","No",,"Yes",0,0,5.557168,33.34301
"0585","Village 3",1,1,"core","MATCH BOX","1 month","Yes",2.33333,"Yes",2.333333,2.333333,5.557168,5.557168
"0585","Village 3",1,1,"core","BUCKETS/BASINS","1 year","Yes",2.30611,"No",2.306108,2.306108,5.557168,5.557168
"0585","Village 3",1,1,"core","TOOTH PASTE/MOUTH WASH","1 month","Yes",23.3333,"Yes",23.33333,23.33333,5.557168,5.557168
"0585","Village 3",1,1,"core","PLATES/BOWLS","1 year","Yes",4.80439,"Yes",4.804393,4.804393,5.557168,5.557168
"0585","Village 3",1,1,"core","KNIVES/SPOONS/FORKS/COOKING STICKS","1 year","Yes",1.92176,"Yes",1.921757,1.921757,5.557168,5.557168
"0585","Village 3",1,1,"core","MOSQUITO NET","1 year","Yes",3.84351,"Yes",3.843514,3.843514,5.557168,5.557168
"0585","Village 3",1,1,"core","CUPS /GLASSES","1 year","Yes",3.84351,"Yes",3.843514,3.843514,5.557168,5.557168
"0585","Village 3",1,1,"core","MEN'S TROUSERS","3 months","Yes",15.5556,"No",15.55556,15.55556,5.557168,5.557168
"0585","Village 3",1,1,"core","MEN'S SHOES - LEATHER","3 months","Yes",77.7778,"No",77.77778,77.77778,5.557168,5.557168
"0585","Village 3",1,1,"core","MEN'S SHIRT","3 months","Yes",54.4444,"No",54.44444,54.44444,5.557168,5.557168
"0585","Village 3",1,1,"core","COOKING SUFURIAS/COOKING POTS","1 year","Yes",7.68703,"Yes",7.687028,7.687028,5.557168,5.557168
"0585","Village 3",1,1,"core","MOBILE HANDSET-BASIC/SMARTPHONES","1 year","Yes",38.4351,"No",38.43514,38.43514,5.557168,5.557168
"0585","Village 3",1,1,"core","COMB/ TOOTH BRUSH","1 month","Yes",11.6667,"Yes",11.66667,11.66667,5.557168,5.557168
"0585","Village 3",1,1," option 1","MEN'S SOCKS","3 months","Yes",3.88889,"No",3.888889,3.888889,5.557168,5.557168
"0585","Village 3",1,1,"core","BLANKETS","1 year","Yes",9.60879,"Yes",9.608786,9.608786,5.557168,5.557168
"0604","Village 3",6,2,"core","ANTIBIOTICS","1 month","No",,"Yes",0,0,5.557168,33.34301
"0604","Village 3",6,2,"core","WOMEN'S BLOUSES(TOP)","3 months","No",,"Yes",0,0,5.557168,33.34301
"0604","Village 3",6,2,"core","WOMEN'S SHOE-PLASTICS","3 months","Yes",23.3333,"Yes",23.33333,3.888889,5.557168,33.34301
"0604","Village 3",6,2,"core","PLATES/BOWLS","1 year","No",,"Yes",0,0,5.557168,33.34301
"0604","Village 3",6,2,"core","COMB/ TOOTH BRUSH","1 month","Yes",11.6667,"Yes",11.66667,1.944445,5.557168,33.34301
"0604","Village 3",6,2,"option 2","RELIGIOUS BOOKS","1 month","No",,"Yes",,,5.557168,33.34301
"0604","Village 3",6,2,"core","WOMEN'S RUBBER SANDALS/SLIPPERS","3 months","Yes",23.3333,"Yes",23.33333,3.888889,5.557168,33.34301
"0604","Village 3",6,2,"core","GARDENER- FULL/PART TIME","1 month","No",,"Yes",0,0,5.557168,33.34301
"0604","Village 3",6,2,"core","MOSQUITO NET","1 year","No",,"Yes",0,0,5.557168,33.34301
"0604","Village 3",6,2,"option 2","SANDALS (AKALAS)","3 months","Yes",19.4444,"Yes",19.44444,3.240741,5.557168,33.34301
"0604","Village 3",6,2,"core","MATERIAL FOR WOMEN'S CLOTHING","3 months","Yes",23.3333,"Yes",23.33333,3.888889,5.557168,33.34301
"0604","Village 3",6,2,"core","ANTI- TYPHOID, AMOEBICIDES","1 month","No",,"Yes",0,0,5.557168,33.34301
"0604","Village 3",6,2,"core","CUPS /GLASSES","1 year","No",,"Yes",0,0,5.557168,33.34301
"0604","Village 3",6,2,"core","HOUSE SERVANTS-FULL/PART TIME","1 month","No",,"Yes",0,0,5.557168,33.34301
"0604","Village 3",6,2,"core","ANTI-MALARIA DRUGS","1 month","No",,"Yes",0,0,5.557168,33.34301
"0604","Village 3",6,2,"core","MATCH BOX","1 month","Yes",4.66667,"Yes",4.666667,.7777777,5.557168,33.34301
"0604","Village 3",6,2,"core","WATER- VENDORS","1 month","No",,"Yes",0,0,5.557168,33.34301
"0604","Village 3",6,2,"option 2","MEN'S' OVERCOAT, APRON, DUSTCOAT","3 months","No",,"Yes",,,5.557168,33.34301
"0604","Village 3",6,2,"option 2","BOY'S RUBBER SANDALS/SLIPPERS","3 months","Yes",19.4444,"Yes",19.44444,3.240741,5.557168,33.34301
"0604","Village 3",6,2,"core","CARPETS AND MATS","1 year","No",,"Yes",0,0,5.557168,33.34301
"0604","Village 3",6,2,"option 2","BABY POWDER","1 month","Yes",23.3333,"Yes",23.33333,3.888889,5.557168,33.34301
"0604","Village 3",6,2,"core","SANITARY TOWELS/ TAMPONS/ COTTON WOOL","1 month","No",,"Yes",0,0,5.557168,33.34301
"0604","Village 3",6,2,"core","COLD TABLETS/COUGH SYRUP/TONIC","1 month","No",,"Yes",0,0,5.557168,33.34301
"0604","Village 3",6,2,"core","GIRL'S SKIRTS","3 months","Yes",11.6667,"Yes",11.66667,1.944445,5.557168,33.34301
"0604","Village 3",6,2,"core","BUCKETS/BASINS","1 year","Yes",2.88264,"Yes",2.882636,.4804393,5.557168,33.34301
"0604","Village 3",6,2,"core","GIRL'S SHIRT/BLOUSE","3 months","Yes",27.2222,"Yes",27.22222,4.537037,5.557168,33.34301
"0604","Village 3",6,2,"core","TOWELS","1 year","Yes",5.76527,"Yes",5.765271,.9608786,5.557168,33.34301
"0604","Village 3",6,2,"core","BED SHEETS/BED COVERS/PILLOW CASES","1 year","Yes",9.60879,"Yes",9.608786,1.601464,5.557168,33.34301
"0604","Village 3",6,2,"core","LAUNDRY SOAP/BAR SOAP","1 month","Yes",46.6667,"Yes",46.66667,7.777778,5.557168,33.34301
"0604","Village 3",6,2,"core","CONTRACEPTIVES","1 month","No",,"Yes",0,0,5.557168,33.34301
"0604","Village 3",6,2,"core","FEVER/PAIN KILLERS E.G. PARACETAMOL","1 month","No",,"Yes",0,0,5.557168,33.34301
"0604","Village 3",6,2,"option 2","GIRL'S SANDALS (AKALAS)","3 months","Yes",15.5556,"Yes",15.55556,2.592592,5.557168,33.34301
"0604","Village 3",6,2,"option 2","GARBAGE AND REFUSE COLLECTION","1 month","No",,"Yes",,,5.557168,33.34301
"0604","Village 3",6,2,"core","COOKING SUFURIAS/COOKING POTS","1 year","No",,"Yes",0,0,5.557168,33.34301
"0604","Village 3",6,2,"core","TORCHES","1 year","Yes",4.80439,"Yes",4.804393,.8007321,5.557168,33.34301
"0604","Village 3",6,2,"core","KNIVES/SPOONS/FORKS/COOKING STICKS","1 year","Yes",1.92176,"Yes",1.921757,.3202928,5.557168,33.34301
"0604","Village 3",6,2,"core","WOMEN'S SKIRTS","3 months","Yes",19.4444,"Yes",19.44444,3.240741,5.557168,33.34301
"0604","Village 3",6,2,"core","BROOM/MOP/DUSTER","1 month","Yes",11.6667,"Yes",11.66667,1.944445,5.557168,33.34301
"0604","Village 3",6,2,"core","VACCINES","1 month","No",,"Yes",0,0,5.557168,33.34301
